,ID ANUNCIIO,FUENTE INFO,FECHA INICIO ANFITRION,TASA DE RESPUESTA,SUPERANFITRION,CANTIDAD TOTAL ANUNCIOS,LONGITUD,TIPO DE CUARTO,BAÑOS,CAMAS,PRECIO,NOCHES MAXIMAS,MAXIMO NOCHES MINIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MAXIMAS,DISPONIBILIDAD 30D,DISPONIBILIDAD 90D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 30D,PUNTAJE PRECISION,PUNTAJE CHECKIN,PUNTAJE UBICACION,RESERVA INSTANTANEA,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION COMPARTIDA
24,914760,city scrape,2013-01-30,40%,f,6,6.15662,Entire home/apt,1.0,1.0,$150.00,365,7,365,365.0,19,45,13,0,4.92,4.62,4.92,f,4,0
25,921964,city scrape,2012-06-14,,f,1,6.03816,Private room,1.0,2.0,$60.00,90,4,90,90.0,29,86,4,0,4.75,5.0,4.75,f,0,0
26,935428,city scrape,2013-01-30,40%,f,6,6.15335,Entire home/apt,1.0,2.0,$140.00,730,7,730,730.0,0,0,5,0,5.0,5.0,5.0,f,4,0
27,952342,city scrape,2011-08-10,,f,1,6.21691,Entire home/apt,1.0,2.0,$130.00,30,3,30,30.0,27,87,12,0,4.75,4.92,4.75,f,1,0
28,952395,city scrape,2012-11-26,100%,f,4,6.13824,Entire home/apt,1.0,2.0,$195.00,720,3,720,720.0,1,1,44,0,4.93,4.98,4.76,f,2,0
29,1050136,city scrape,2013-04-05,,f,2,6.14364,Entire home/apt,1.0,1.0,$66.00,59,5,59,59.0,12,12,42,0,4.57,4.67,4.6,f,1,0
30,1081909,city scrape,2011-04-20,,f,2,6.13035,Entire home/apt,1.0,1.0,$113.00,400,2,1125,1125.0,0,0,76,0,4.85,4.95,4.8,t,1,0
31,1163211,city scrape,2013-05-13,90%,t,1,6.12994,Private room,1.5,2.0,$84.00,190,1,190,190.0,29,82,223,5,4.91,4.93,4.8,f,0,0
32,1179787,city scrape,2013-05-18,100%,t,2,6.14517,Private room,1.0,1.0,$85.00,14,3,14,14.0,18,24,688,3,4.91,4.95,4.9,f,0,0
33,1192759,city scrape,2013-05-18,100%,t,2,6.14587,Private room,1.0,1.0,$83.00,14,3,14,14.0,13,19,657,2,4.86,4.93,4.9,t,0,0
34,1236785,city scrape,2013-06-04,0%,f,1,6.13856,Entire home/apt,1.0,1.0,$180.00,1125,1,1125,1125.0,30,83,53,0,4.6,4.73,4.82,f,1,0
