,ID ANUNCIIO,FUENTE INFO,FECHA INICIO ANFITRION,TASA DE RESPUESTA,SUPERANFITRION,CANTIDAD TOTAL ANUNCIOS,LONGITUD,TIPO DE CUARTO,BAÑOS,CAMAS,PRECIO,NOCHES MAXIMAS,MAXIMO NOCHES MINIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MAXIMAS,DISPONIBILIDAD 30D,DISPONIBILIDAD 90D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 30D,PUNTAJE PRECISION,PUNTAJE CHECKIN,PUNTAJE UBICACION,RESERVA INSTANTANEA,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION COMPARTIDA
807,40133645,city scrape,2015-10-09,95%,f,59,6.11919,Entire home/apt,1.5,2.0,$114.00,1125,2,1125,1125.0,30,33,15,1,4.87,4.93,4.47,f,30,0
808,40153834,previous scrape,2017-03-14,,f,4,6.13603,Entire home/apt,,,,200,3,1125,1125.0,0,0,9,0,5.0,5.0,4.89,f,1,0
809,40196577,previous scrape,2015-10-09,95%,f,59,6.14428,Entire home/apt,,,,1125,2,1125,1125.0,0,0,12,0,4.75,4.42,4.42,f,30,0
810,40218129,previous scrape,2015-10-09,95%,f,59,6.13442,Entire home/apt,,,,1125,2,1125,1125.0,0,0,2,0,5.0,5.0,4.5,f,30,0
811,40232524,previous scrape,2014-07-07,,f,2,6.13979,Entire home/apt,,,,60,2,60,60.0,0,0,29,0,4.76,4.83,4.72,t,1,0
812,40246994,city scrape,2012-09-10,98%,f,447,6.16431,Entire home/apt,1.0,1.0,$120.00,1125,2,1125,1125.0,21,51,77,2,4.86,4.77,4.82,t,92,0
813,40347739,previous scrape,2014-09-06,100%,f,1,6.13001,Entire home/apt,,,,1125,2,1125,1125.0,0,0,29,1,4.97,4.93,4.86,f,1,0
814,40362622,previous scrape,2015-10-09,95%,f,59,6.13816,Entire home/apt,,,,1125,2,1125,1125.0,0,0,1,0,5.0,5.0,5.0,f,30,0
815,40445945,previous scrape,2014-10-10,,f,4,6.19312,Private room,,,,1125,2,1125,1125.0,0,0,72,0,4.78,4.82,4.67,t,0,0
816,40525699,city scrape,2018-01-15,100%,t,7,6.12503,Private room,1.0,4.0,$140.00,20,1,20,20.0,26,86,2,0,5.0,5.0,5.0,f,0,0
817,40528105,city scrape,2018-01-15,100%,t,7,6.1242,Private room,1.0,2.0,$110.00,20,1,20,20.0,26,86,9,0,5.0,5.0,5.0,f,0,0
818,40528932,city scrape,2018-01-15,100%,t,7,6.1247,Private room,1.0,1.0,$89.00,20,1,20,20.0,24,84,4,0,5.0,5.0,5.0,f,0,0
819,40585341,city scrape,2016-01-05,100%,t,5,6.15011119842529,Entire home/apt,1.0,1.0,$107.00,1125,4,1125,1125.0,15,61,57,2,4.81,4.91,4.89,f,1,0
820,40587445,city scrape,2015-06-05,,f,2,6.14285,Private room,1.5,1.0,$68.00,1125,1,1125,1125.0,2,2,45,5,4.76,4.64,4.89,t,0,0
821,40740809,city scrape,2018-08-17,,f,2,6.09611,Entire home/apt,1.0,1.0,$110.00,1125,4,1125,1125.0,12,72,7,0,4.14,4.29,3.71,f,1,0
822,40769521,city scrape,2016-05-30,100%,f,2,6.2054,Entire home/apt,2.0,3.0,$300.00,1125,2,1125,1125.0,29,89,0,0,,,,f,2,0
823,40830662,city scrape,2016-05-30,100%,f,2,6.2041,Entire home/apt,3.0,3.0,$350.00,1125,2,1125,1125.0,29,89,0,0,,,,f,2,0
824,40884209,previous scrape,2019-12-17,,f,1,6.12404,Entire home/apt,,,,1125,3,1125,1125.0,0,0,7,0,5.0,5.0,4.71,f,1,0
825,40959686,city scrape,2019-07-05,88%,f,377,6.1548,Entire home/apt,1.0,1.0,$119.00,365,4,999,999.0,1,1,0,0,,,,t,175,0
826,40980546,previous scrape,2018-12-17,60%,f,20,6.20156,Private room,,,,1125,3,1125,1125.0,0,0,1,0,5.0,5.0,5.0,f,3,0
827,41095127,city scrape,2015-04-15,100%,,27,6.142184,Entire home/apt,1.0,1.0,$107.00,14,2,1125,1092.1,18,35,20,0,4.8,4.8,4.95,f,10,0
828,41095238,city scrape,2015-04-15,100%,,27,6.142184,Entire home/apt,1.0,1.0,$107.00,8,2,1125,1125.0,24,84,73,1,4.67,4.55,4.9,f,10,0
829,41211012,previous scrape,2016-08-25,,f,1,6.12461,Entire home/apt,,,,15,5,15,15.0,0,0,1,0,5.0,5.0,5.0,f,1,0
830,41370057,city scrape,2019-07-05,88%,f,377,6.12503,Entire home/apt,1.0,1.0,$131.00,500,4,500,500.0,29,89,1,0,5.0,5.0,5.0,f,175,0
831,41490843,city scrape,2017-10-31,,f,1,6.01386,Entire home/apt,1.0,4.0,$120.00,1125,5,1125,1125.0,28,88,11,0,5.0,4.91,4.73,f,1,0
832,41496102,city scrape,2015-04-15,100%,,27,6.133802,Private room,1.0,1.0,$55.00,13,2,1125,1077.3,25,82,59,0,4.54,4.63,4.46,f,10,0
833,41636608,previous scrape,2014-12-17,33%,f,2,6.20947,Private room,,,,1125,7,1125,1125.0,27,87,0,0,,,,f,0,0
834,41652050,previous scrape,2020-01-17,,f,1,6.1335,Private room,,,,179,4,179,179.0,0,0,1,0,3.0,4.0,4.0,f,0,0
835,41715861,previous scrape,2017-02-05,,f,2,6.15002,Entire home/apt,,,,60,8,60,60.0,0,0,15,0,5.0,4.93,5.0,f,1,0
836,41734541,city scrape,2019-10-01,,f,2,6.11975,Private room,1.0,1.0,$100.00,1125,3,1125,1125.0,28,88,1,0,4.0,4.0,4.0,f,0,0
837,41799032,city scrape,2020-01-23,100%,t,2,6.14899,Entire home/apt,1.0,2.0,$138.00,90,2,1125,1125.0,17,77,75,1,4.99,5.0,4.93,f,1,0
838,41806296,city scrape,2017-10-15,100%,f,7,6.14113,Entire home/apt,1.0,1.0,$114.00,700,28,700,700.0,30,90,1,0,4.0,5.0,5.0,f,7,0
839,41837072,city scrape,2015-04-15,100%,,27,6.1423,Entire home/apt,1.0,1.0,$107.00,12,2,1125,1125.0,24,84,67,1,4.7,4.46,4.9,f,10,0
840,41837357,city scrape,2015-04-15,100%,,27,6.13372182846069,Private room,1.5,1.0,$57.00,14,2,1125,1109.8,26,86,128,0,4.74,4.69,4.68,f,10,0
841,41904351,previous scrape,2013-07-03,,f,1,6.13034,Entire home/apt,,,,365,4,365,365.0,0,0,2,0,5.0,5.0,5.0,f,1,0
842,41917684,city scrape,2013-11-14,100%,f,3,6.1237,Private room,1.0,1.0,$65.00,1125,7,1125,1125.0,28,88,8,0,4.5,4.38,4.75,f,0,0
843,41926540,city scrape,2019-07-05,88%,f,377,6.1551,Entire home/apt,1.0,1.0,$205.00,365,4,999,999.0,0,0,1,0,5.0,5.0,5.0,t,175,0
844,42013023,city scrape,2012-10-02,100%,t,22,6.12643,Entire home/apt,1.0,2.0,$150.00,90,2,1125,1125.0,26,68,31,1,4.94,4.9,4.84,t,18,0
845,42037321,city scrape,2016-07-05,100%,t,4,6.13263,Entire home/apt,1.0,3.0,$250.00,90,5,90,90.0,2,14,25,0,5.0,5.0,4.88,f,4,0
846,42081768,previous scrape,2015-05-10,,f,1,6.13665,Entire home/apt,,,,10,2,10,10.0,0,0,45,0,4.98,4.98,4.96,f,1,0
847,42084343,city scrape,2019-07-05,88%,f,377,6.15509,Entire home/apt,1.0,1.0,$194.00,365,4,999,999.0,0,0,1,0,5.0,5.0,5.0,t,175,0
848,42168595,city scrape,2015-04-15,100%,,27,6.142303,Entire home/apt,1.0,1.0,$107.00,8,2,1125,1092.1,18,35,58,1,4.74,4.69,4.9,f,10,0
849,42172453,city scrape,2015-04-15,100%,,27,6.14218,Entire home/apt,1.0,1.0,$112.00,12,2,1125,1104.7,16,45,42,0,4.52,4.48,4.67,f,10,0
850,42175166,city scrape,2015-04-18,,f,1,6.13339,Private room,1.5,2.0,$77.00,1125,2,1125,1125.0,0,0,51,0,4.55,4.63,4.75,t,0,0
851,42219910,city scrape,2019-07-05,88%,f,377,6.15338,Entire home/apt,1.0,1.0,$92.00,365,4,999,999.0,0,0,1,0,4.0,4.0,1.0,t,175,0
852,42226266,city scrape,2015-01-29,100%,f,8,6.14528,Entire home/apt,1.0,1.0,$129.00,1125,1,1125,1125.0,9,52,142,0,4.73,4.8,4.54,f,4,0
853,42240245,city scrape,2018-01-14,100%,,6,6.14230298995972,Entire home/apt,1.0,1.0,$112.00,13,2,1125,1104.7,16,45,272,7,4.74,4.66,4.84,f,1,0
854,42245524,city scrape,2013-05-23,90%,f,7,6.1577,Entire home/apt,1.5,3.0,$178.00,180,3,1125,1125.0,26,86,13,0,4.54,5.0,5.0,t,2,0
855,42245598,city scrape,2019-07-05,88%,f,377,6.15362,Entire home/apt,1.5,2.0,$316.00,365,4,999,999.0,0,0,0,0,,,,t,175,0
856,42246696,city scrape,2013-05-23,90%,f,7,6.15242,Entire home/apt,1.0,1.0,$250.00,1125,4,1125,1125.0,28,88,0,0,,,,f,2,0
857,42252718,city scrape,2016-01-05,100%,f,3,6.19787,Entire home/apt,1.5,3.0,$95.00,365,10,365,365.0,18,78,7,2,5.0,5.0,5.0,f,1,0
858,42268445,city scrape,2019-07-05,88%,f,377,6.1534,Entire home/apt,1.0,1.0,$169.00,365,4,999,999.0,0,0,0,0,,,,t,175,0
859,42328224,previous scrape,2019-12-01,67%,f,2,6.14489,Private room,,,,45,2,45,45.0,0,0,20,0,4.95,4.9,4.8,f,0,0
860,42367665,previous scrape,2014-07-07,,f,2,6.14362,Entire home/apt,,,,365,3,365,365.0,0,0,5,0,4.4,5.0,4.8,f,1,0
861,42444950,previous scrape,2020-02-19,,f,1,6.15737,Private room,,,,7,1,7,7.0,0,0,22,0,4.86,4.95,4.95,f,0,0
862,42445992,city scrape,2019-08-21,100%,f,2,6.06845,Private room,1.0,1.0,$65.00,1125,2,1125,1125.0,17,62,59,1,4.95,4.86,4.78,t,0,0
863,42449349,city scrape,2016-05-25,,f,3,6.16442,Private room,1.0,1.0,$85.00,1125,1,1125,1125.0,30,90,1,0,5.0,5.0,5.0,t,0,0
864,42491818,city scrape,2013-12-03,100%,f,29,6.17425,Entire home/apt,1.0,1.0,$99.00,1125,140,1125,1125.0,30,90,0,0,,,,f,28,0
865,42492080,city scrape,2013-12-03,100%,f,29,6.19933,Entire home/apt,1.0,3.0,$78.00,1125,30,1125,1125.0,0,0,1,0,4.0,4.0,4.0,f,28,0
866,42583084,city scrape,2017-02-16,100%,t,6,6.21092,Entire home/apt,1.0,1.0,$57.00,365,3,1125,1125.0,12,72,20,0,4.85,4.9,4.9,f,3,0
867,42595167,city scrape,2013-11-27,100%,t,1,6.14075,Entire home/apt,1.0,2.0,$150.00,1125,3,1125,1125.0,28,88,48,1,4.83,4.94,4.96,f,1,0
868,42674230,city scrape,2024-05-28,,f,6,6.12822,Entire home/apt,1.0,1.0,$86.00,730,5,730,730.0,3,10,13,3,4.92,4.77,4.92,t,6,0
869,42674405,previous scrape,2015-02-19,,f,2,6.1533,Entire home/apt,,,,1125,2,1125,1125.0,0,0,9,0,5.0,5.0,5.0,f,1,0
870,42681733,city scrape,2020-03-03,100%,f,3,6.16559,Entire home/apt,1.5,3.0,$380.00,90,5,90,90.0,28,88,3,0,4.67,4.33,5.0,f,1,0
871,42725891,city scrape,2015-09-22,100%,f,1,6.15708,Private room,1.0,1.0,$60.00,1125,1,1125,1125.0,0,0,67,1,4.64,4.76,4.74,t,0,0
872,42756760,city scrape,2020-03-06,100%,t,1,6.14991,Entire home/apt,1.0,1.0,$72.00,10,2,1125,1125.0,11,12,381,6,4.91,4.9,4.87,t,1,0
873,42759195,city scrape,2024-05-28,,f,6,6.12708,Entire home/apt,1.0,1.0,$72.00,730,5,730,730.0,17,77,60,1,4.55,4.43,4.68,f,6,0
874,42767597,city scrape,2015-03-13,100%,f,7,6.12537,Private room,1.0,1.0,$219.00,1125,2,1125,1042.3,17,70,1,0,5.0,5.0,5.0,t,0,0
875,42768517,city scrape,2015-03-13,100%,f,7,6.12441,Private room,1.0,1.0,$207.00,1125,2,1125,1042.3,24,72,3,0,4.33,5.0,5.0,t,0,0
876,42789704,city scrape,2016-08-17,100%,f,2,6.15666,Entire home/apt,1.0,2.0,$91.00,1125,4,1125,1125.0,1,29,57,0,4.82,4.86,4.82,f,2,0
877,42805752,city scrape,2015-03-13,100%,f,7,6.12543,Private room,1.0,2.0,$375.00,1125,2,1125,1042.3,23,79,2,0,5.0,5.0,5.0,t,0,0
878,42811797,previous scrape,2018-03-18,,f,2,6.14751,Private room,,,,180,3,180,180.0,0,0,130,0,4.92,4.95,4.72,f,0,0
879,42850402,city scrape,2015-03-13,100%,f,7,6.12458,Private room,1.0,2.0,$327.00,1125,2,1125,1042.3,25,85,2,0,5.0,5.0,5.0,t,0,0
880,42876356,city scrape,2019-01-19,100%,t,4,6.1639,Entire home/apt,1.0,1.0,$88.00,730,30,730,730.0,20,80,25,1,4.76,4.84,4.68,f,4,0
881,42936495,city scrape,2020-03-17,,f,3,6.1583,Private room,1.0,1.0,$189.00,1125,2,1125,114.2,29,89,12,0,4.58,5.0,5.0,t,0,0
882,43033297,city scrape,2019-08-12,100%,f,1,6.12835,Entire home/apt,1.0,1.0,$130.00,1125,2,1125,1125.0,29,83,94,2,4.83,4.94,4.85,f,1,0
883,43108900,city scrape,2017-10-15,100%,f,7,6.14238,Entire home/apt,1.0,,$94.00,700,28,700,700.0,30,90,2,0,4.0,5.0,4.0,f,7,0
884,43109004,city scrape,2017-10-15,100%,f,7,6.14159,Entire home/apt,1.0,,$109.00,700,28,700,700.0,30,90,3,0,5.0,5.0,4.67,f,7,0
885,43110073,city scrape,2017-10-15,100%,f,7,6.14311,Entire home/apt,1.0,,$109.00,700,28,700,700.0,30,90,1,0,5.0,5.0,5.0,f,7,0
886,43138829,city scrape,2017-09-02,86%,f,5,6.16031,Private room,1.0,1.0,$50.00,65,7,65,65.0,6,59,0,0,,,,f,0,0
887,43177810,previous scrape,2016-01-01,,f,9,6.16582,Entire home/apt,,,,1125,2,1125,1125.0,0,0,5,0,5.0,5.0,5.0,t,5,0
888,43186267,city scrape,2019-07-11,,f,2,6.0698,Private room,1.0,1.0,$81.00,1125,1,1125,1125.0,23,83,0,0,,,,t,0,0
889,43193305,previous scrape,2019-03-27,,f,1,6.14932,Entire home/apt,,,,1125,1,1125,1125.0,0,0,5,0,5.0,5.0,5.0,f,1,0
890,43268815,previous scrape,2016-01-01,,f,9,6.13766,Entire home/apt,,,,1125,2,1125,1125.0,0,0,5,0,4.6,4.8,4.8,t,5,0
891,43295477,city scrape,2017-10-15,100%,f,7,6.14128,Entire home/apt,1.0,0.0,$106.00,740,28,740,740.0,30,90,0,0,,,,f,7,0
892,43296195,city scrape,2019-03-20,,f,6,6.14511,Private room,1.0,1.0,$100.00,7,2,1125,1125.0,1,61,21,0,4.57,4.86,4.76,t,0,0
893,43304757,city scrape,2019-03-20,,f,6,6.14482,Private room,1.0,1.0,$140.00,7,2,1125,1125.0,1,61,22,0,4.64,4.73,4.68,t,0,0
894,43335473,city scrape,2015-09-20,100%,f,24,6.12399,Entire home/apt,1.5,1.0,$106.00,15,2,1125,1125.0,15,39,22,0,4.86,4.95,4.73,t,7,0
895,43421268,previous scrape,2015-04-14,,f,2,6.10639,Entire home/apt,,,,21,4,21,21.0,0,0,4,0,4.25,4.5,4.5,f,1,0
896,43439392,city scrape,2016-01-10,100%,t,3,6.14615,Private room,1.0,1.0,$85.00,700,3,700,700.0,30,31,15,0,5.0,4.93,4.8,f,0,0
897,43446845,city scrape,2018-01-06,100%,f,35,6.14321,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,30,90,15,0,4.53,4.4,4.8,f,10,0
898,43446918,city scrape,2018-01-06,100%,f,35,6.14171,Entire home/apt,1.0,1.0,$128.00,365,1,365,365.0,30,90,19,0,4.63,4.79,4.89,f,10,0
899,43455576,city scrape,2018-01-06,100%,f,35,6.14098,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,30,88,25,0,4.72,4.84,4.96,f,10,0
900,43455627,city scrape,2018-01-06,100%,f,35,6.14098,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,30,90,1,0,5.0,5.0,5.0,f,10,0
901,43455666,city scrape,2018-01-06,100%,f,35,6.14265,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,18,78,8,0,4.75,5.0,4.75,f,10,0
902,43455995,city scrape,2018-01-06,100%,f,35,6.14166,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,30,90,6,0,4.17,4.83,5.0,f,10,0
903,43456063,city scrape,2018-01-06,100%,f,35,6.14256,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,29,89,5,0,4.4,4.6,5.0,f,10,0
904,43472948,city scrape,2018-01-06,100%,f,35,6.14155,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,30,90,8,0,4.88,4.75,5.0,f,10,0
905,43473237,city scrape,2018-01-06,100%,f,35,6.14157,Entire home/apt,1.0,1.0,$128.00,1125,1,1125,1125.0,30,90,6,0,5.0,4.5,5.0,f,10,0
906,43473282,city scrape,2018-01-06,100%,f,35,6.14108,Entire home/apt,1.0,1.0,$130.00,1125,1,1125,1125.0,30,90,29,0,4.45,4.62,4.9,f,10,0
907,43492506,previous scrape,2013-04-03,,f,2,6.14484,Entire home/apt,,,,6,3,6,6.0,0,0,5,0,5.0,5.0,4.8,f,1,0
908,43561476,previous scrape,2013-11-27,,f,3,6.14514,Entire home/apt,,,,60,2,60,60.0,0,0,0,0,,,,f,1,0
909,43562734,city scrape,2014-11-30,80%,f,2,6.14901,Entire home/apt,1.0,1.0,$134.00,1125,3,1125,1125.0,23,72,98,1,4.76,4.71,4.89,f,2,0
910,43572774,previous scrape,2012-10-16,,f,1,6.15908,Entire home/apt,,,,1125,7,1125,1125.0,0,0,14,0,5.0,5.0,5.0,f,1,0
911,43612662,previous scrape,2019-09-11,,f,1,6.15632,Entire home/apt,,,,10,5,1125,1125.0,0,0,11,0,5.0,4.91,5.0,t,1,0
912,43644445,previous scrape,2017-07-20,,f,1,6.15452,Entire home/apt,,,,105,9,1125,1125.0,0,0,7,0,5.0,5.0,4.86,f,1,0
913,43661787,city scrape,2013-08-20,93%,t,5,6.14895,Entire home/apt,2.5,3.0,$760.00,1125,5,1125,1125.0,17,77,24,1,4.96,5.0,4.92,f,5,0
914,43700034,previous scrape,2020-06-07,,f,1,6.19412,Private room,,,,1125,2,1125,1125.0,0,0,0,0,,,,f,0,0
915,43719200,previous scrape,2020-03-17,,f,3,6.15908,Private room,,,,30,2,1125,114.2,25,85,2,0,5.0,5.0,5.0,t,0,0
916,43721602,city scrape,2020-03-17,,f,3,6.15825,Private room,1.0,2.0,$231.00,30,2,1125,114.2,30,90,10,0,4.6,4.8,4.6,t,0,0
917,43722937,city scrape,2019-07-05,88%,f,377,6.1529,Entire home/apt,1.0,1.0,$119.00,365,4,999,999.0,0,0,1,0,5.0,5.0,5.0,t,175,0
918,43819218,previous scrape,2018-01-31,,f,5,6.19155,Private room,,,,20,2,20,20.0,0,0,0,0,,,,t,1,0
919,43856235,city scrape,2019-07-05,88%,f,377,6.15321,Entire home/apt,1.0,1.0,$180.00,365,4,999,999.0,0,0,0,0,,,,t,175,0
920,43874076,previous scrape,2014-04-10,,f,3,6.20384,Entire home/apt,,,,365,60,365,365.0,0,0,0,0,,,,f,1,0
921,43874858,city scrape,2020-03-27,100%,f,1,6.13087,Entire home/apt,1.0,1.0,$88.00,30,1,30,30.0,4,4,64,0,4.7,4.92,4.69,f,1,0
922,43949915,city scrape,2019-01-19,100%,t,4,6.19369,Entire home/apt,1.0,1.0,$50.00,1125,30,1125,1125.0,30,90,18,0,4.94,4.89,4.67,f,4,0
923,43954631,city scrape,2016-06-23,90%,f,1,6.14361,Entire home/apt,1.0,1.0,$61.00,30,3,1125,1125.0,12,57,102,1,4.55,4.75,4.72,f,1,0
924,43983490,city scrape,2015-08-01,100%,t,1,6.13997,Entire home/apt,1.0,1.0,$100.00,30,6,30,30.0,15,75,27,0,4.85,5.0,4.96,f,1,0
925,43993821,city scrape,2017-12-30,100%,t,1,6.13747,Private room,1.0,1.0,$61.00,1125,2,1125,1125.0,15,44,298,3,4.95,4.93,4.9,t,0,0
926,43999746,previous scrape,2013-04-25,,f,4,6.14719,Entire home/apt,,,,1125,6,1125,1125.0,0,0,2,0,5.0,5.0,5.0,f,1,0
927,44072712,previous scrape,2015-02-21,,f,1,6.14612,Private room,,,,31,2,31,31.0,0,0,6,0,4.33,4.17,4.83,f,0,0
928,44091555,city scrape,2012-09-10,98%,f,447,6.16825,Entire home/apt,1.0,1.0,$73.00,365,7,365,365.0,5,7,4,0,4.75,5.0,4.75,f,92,0
929,44112194,city scrape,2018-01-06,100%,f,35,6.14309,Private room,1.0,1.0,$99.00,1125,1,1125,1125.0,29,89,11,0,4.82,4.82,4.73,f,10,0
930,44112836,previous scrape,2018-01-06,100%,f,35,6.14153,Private room,,,,1125,1,1125,1125.0,27,86,66,1,4.67,4.85,4.83,f,10,0
931,44117379,city scrape,2014-04-10,,f,3,6.16658,Private room,1.0,1.0,$69.00,365,2,365,365.0,29,89,6,0,5.0,4.83,5.0,f,1,0
932,44144364,previous scrape,2014-04-10,,f,12,6.14965,Entire home/apt,,,,1125,1,1125,1125.0,0,0,2,0,5.0,5.0,5.0,f,2,0
933,44158035,previous scrape,2016-08-02,,f,1,6.14629,Entire home/apt,,,,1125,3,1125,1125.0,0,0,10,0,4.8,4.9,4.8,f,1,0
934,44199746,city scrape,2013-12-03,100%,f,29,6.13178,Entire home/apt,1.0,2.0,$140.00,365,60,365,365.0,0,0,1,0,4.0,5.0,5.0,f,28,0
935,44199957,city scrape,2013-12-03,100%,f,29,6.1118,Entire home/apt,1.0,3.0,$118.00,365,14,365,365.0,27,87,2,0,4.5,5.0,4.0,f,28,0
936,44223883,city scrape,2019-07-05,88%,f,377,6.15328,Entire home/apt,1.0,1.0,$115.00,365,4,999,999.0,3,3,0,0,,,,t,175,0
937,44227716,previous scrape,2020-07-13,,f,5,6.14599,Private room,,,,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
938,44241540,previous scrape,2020-07-13,,f,5,6.14466,Private room,,,,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
939,44241878,previous scrape,2020-07-13,,f,5,6.14492,Private room,,,,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
940,44302602,previous scrape,2018-01-31,,f,5,6.19277,Entire home/apt,,,,30,2,1125,1125.0,0,0,3,0,4.67,5.0,4.67,t,1,0
941,44313433,previous scrape,2013-02-05,,f,1,6.16937,Private room,,,,365,1,365,365.0,0,0,0,0,,,,f,0,0
942,44389446,city scrape,2012-06-12,,f,5,6.13893,Entire home/apt,1.0,1.0,$200.00,1125,2,1125,1125.0,23,83,0,0,,,,f,1,0
943,44456321,city scrape,2020-07-20,,f,4,6.15162,Private room,1.0,1.0,$198.00,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
944,44456815,city scrape,2020-07-20,,f,4,6.15234,Private room,1.0,0.0,$215.00,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
945,44457008,city scrape,2020-07-20,,f,4,6.15167,Private room,1.0,0.0,$233.00,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
946,44457061,previous scrape,2020-07-20,,f,4,6.15131,Private room,,,,1125,1,1125,1125.0,0,0,0,0,,,,t,0,0
947,44516938,city scrape,2015-01-16,,f,7,6.12408,Entire home/apt,1.0,2.0,$136.00,180,90,180,180.0,23,83,0,0,,,,f,1,0
948,44535295,previous scrape,2016-04-30,,f,8,5.99709,Entire home/apt,,,,80,2,80,80.0,0,0,2,0,3.5,3.5,4.5,f,1,0
949,44545599,previous scrape,2018-03-29,,f,6,6.15665,Entire home/apt,,,,1125,7,1125,1125.0,0,0,1,0,5.0,5.0,5.0,f,6,0
950,44554500,previous scrape,2018-03-29,,f,6,6.15681,Entire home/apt,,,,1125,7,1125,1125.0,0,0,0,0,,,,f,6,0
951,44563405,previous scrape,2018-03-29,,f,6,6.1582,Entire home/apt,,,,1125,7,1125,1125.0,0,0,3,0,4.67,4.67,5.0,f,6,0
952,44563758,previous scrape,2018-03-29,,f,6,6.15754,Entire home/apt,,,,1125,7,1125,1125.0,0,0,0,0,,,,f,6,0
953,44564227,previous scrape,2018-03-29,,f,6,6.15786,Entire home/apt,,,,1125,7,1125,1125.0,0,0,0,0,,,,f,6,0
954,44572622,previous scrape,2018-03-29,,f,6,6.15758,Entire home/apt,,,,1125,7,1125,1125.0,0,0,0,0,,,,f,6,0
955,44586691,previous scrape,2020-08-06,,f,1,6.13991,Entire home/apt,,,,21,2,21,21.0,0,0,5,0,4.8,4.4,4.8,f,1,0
956,44587446,city scrape,2012-09-10,98%,f,447,6.15051,Entire home/apt,1.0,1.0,$103.00,7,2,7,7.0,0,0,0,0,,,,f,92,0
957,44592421,city scrape,2013-09-02,100%,t,1,6.13327,Entire home/apt,1.0,1.0,$65.00,1125,2,1125,1125.0,3,3,27,1,4.81,4.93,4.81,f,1,0
958,44628391,previous scrape,2016-03-01,,f,1,6.14565,Entire home/apt,,,,15,3,15,15.0,0,0,0,0,,,,f,1,0
959,44639058,previous scrape,2014-10-12,,f,1,6.14497,Entire home/apt,,,,1125,4,1125,1125.0,0,0,1,0,5.0,5.0,5.0,f,1,0
960,45075905,city scrape,2016-06-03,100%,t,2,6.14596,Entire home/apt,1.0,2.0,$118.00,95,3,95,95.0,10,65,8,1,5.0,4.88,5.0,f,1,0
961,45094810,previous scrape,2010-06-19,,f,1,6.13518,Entire home/apt,,,,120,6,120,120.0,0,0,10,0,4.9,4.9,4.8,f,1,0
962,45111681,city scrape,2017-06-30,100%,f,1,6.13863,Entire home/apt,0.5,1.0,$46.00,365,1,365,365.0,0,56,0,0,,,,f,1,0
963,45152091,city scrape,2012-09-10,98%,f,447,6.13288,Entire home/apt,1.0,1.0,$98.00,1125,2,1125,1125.0,0,0,6,0,4.5,4.83,4.67,f,92,0
964,45308529,previous scrape,2015-11-10,100%,f,6,6.12873,Private room,,,,1125,1,1125,1125.0,0,0,2,0,5.0,5.0,5.0,f,0,0
965,45323363,previous scrape,2020-07-13,,f,5,6.14393,Private room,,,,1125,1,1125,1125.0,0,0,4,0,4.5,5.0,4.25,t,0,0
966,45323601,previous scrape,2020-07-13,,f,5,6.1462,Private room,,,,1125,1,1125,1125.0,0,0,5,0,4.2,4.4,4.4,t,0,0
967,45410976,city scrape,2018-12-17,60%,f,20,6.1493,Entire home/apt,1.0,1.0,$99.00,1125,1,1125,1125.0,25,53,13,2,4.69,5.0,4.85,f,3,0
968,45415479,previous scrape,2017-12-22,,f,2,6.15676,Entire home/apt,,,,31,1,31,31.0,0,0,7,0,5.0,5.0,5.0,f,1,0
969,45449253,previous scrape,2014-11-27,100%,t,2,6.14504,Private room,,,,1125,1,1125,1125.0,0,0,88,1,4.97,4.95,4.98,f,0,0
970,45515488,previous scrape,2020-09-20,,f,1,6.16383,Entire home/apt,,,,730,1,730,730.0,0,0,0,0,,,,f,1,0
971,45516467,city scrape,2020-09-20,100%,t,2,6.13208,Entire home/apt,1.0,1.0,$102.00,1125,10,1125,1125.0,29,89,15,0,4.87,5.0,4.6,f,1,0
972,45565341,previous scrape,2018-01-06,100%,f,35,6.1414,Private room,,,,1125,1,1125,1125.0,29,89,2,0,5.0,5.0,5.0,f,10,0
973,45565446,previous scrape,2018-01-06,100%,f,35,6.14181,Private room,,,,1125,1,1125,1125.0,30,90,16,0,4.38,4.5,4.5,f,10,0
