,Unnamed: 0,ID ANUNCIIO,ID SCRAPE,FUENTE INFO,NOMBRE ANFITRION,FECHA INICIO ANFITRION,TIEMPO DE RESPUESTA,TASA DE RESPUESTA,TASA DE ACEPTACION,SUPERANFITRION,CANTIDAD ANUNCIOS,CANTIDAD TOTAL ANUNCIOS,LATITUD,LONGITUD,TIPO DE PROPIEDAD,TIPO DE CUARTO,CAPACIDAD,BAÑOS,DORMITORIOS,CAMAS,AMENIDADES,PRECIO,NOCHES MINIMAS,NOCHES MAXIMAS,MINIMO NOCHES MINIMAS,MAXIMO NOCHES MINIMAS,MINIMO NOCHES MAXIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MINIMAS,PROMEDIO NOCHES MAXIMAS,TIENE DISPONIBILIDAD,DISPONIBILIDAD 30D,DISPONIBILIDAD 60D,DISPONIBILIDAD 90D,DISPONIBILIDAD 365D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 12M,REVIEWS ULTIMOS 30D,PUNTAJE RATING,PUNTAJE PRECISION,PUNTAJE LIMPIEZA,PUNTAJE CHECKIN,PUNTAJE COMUNICACION,PUNTAJE UBICACION,PUNTAJE VALOR,RESERVA INSTANTANEA,ANUNCIOS ANFITRION,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION PRIVADA,ANUNCIOS HABITACION COMPARTIDA,REVIEWS POR MES
458,458,22522031,20241229042300,city scrape,Lilia,2017-02-02,,,,f,2,3,46.208,6.12359,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Free washer"", ""Microwave"", ""Long term stays allowed"", ""Mountain view"", ""Heating"", ""Pocket wifi"", ""Extra pillows and blankets"", ""City skyline view"", ""Hot water"", ""Wifi"", ""Dishes and silverware"", ""Private patio or balcony"", ""Portable fans"", ""Bed linens"", ""Private living room"", ""EV charger""]",2550.0,3,120,3,3,120,120,3.0,120.0,t,0,0,0,0,28,0,0,4.68,4.54,4.71,4.89,4.86,4.68,4.39,f,2,1,1,0,0.34
463,463,22722210,20241229042300,city scrape,Bianca,2015-04-15,within an hour,100.0,99%,,26,27,46.212440490722706,6.13352489471436,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Shared patio or balcony"", ""Bathtub"", ""Freezer"", ""Laundromat nearby"", ""Wine glasses"", ""Fast wifi \u2013 467 Mbps"", ""Central heating"", ""Dishes and silverware"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Coffee maker: Nespresso"", ""Smart lock"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Iron"", ""Clothing storage: wardrobe"", ""Oven"", ""Body soap"", ""Stainless steel electric stove"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Refrigerator"", ""Microwave"", ""Cleaning products"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Self check-in"", ""Room-darkening shades""]",57.0,1,13,1,2,5,1125,1.2,1109.8,t,26,56,86,86,123,1,0,4.37,4.46,4.51,4.69,4.34,4.69,4.41,f,15,10,5,0,1.45
464,464,22742579,20241229042300,city scrape,Anne-Lise & Daniel,2018-01-15,within an hour,100.0,100%,t,7,7,46.2353272163821,6.12527072429658,Private room in townhouse,Private room,6,1.0,2.0,6.0,"[""Hair dryer"", ""Conditioner"", ""Hot water kettle"", ""Shared patio or balcony"", ""Bathtub"", ""Freezer"", ""Outdoor furniture"", ""First aid kit"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Exterior security cameras on property"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Paid parking off premises"", ""Oven"", ""Electric stove"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Host greets you"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Board games"", ""Coffee maker: pour-over coffee"", ""Free street parking"", ""Safe"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades"", ""Paid washer \u2013 In unit""]",390.0,1,20,1,1,20,20,1.0,20.0,t,26,56,86,242,39,4,1,4.87,4.87,4.9,4.95,4.82,4.82,4.67,f,7,0,7,0,0.47
465,465,22747644,20241229042300,city scrape,Dora,2015-04-24,a few days or more,0.0,45%,f,1,3,46.2297,6.12332,Private room in casa particular,Private room,2,1.0,1.0,1.0,"[""Host greets you"", ""Smoke alarm"", ""Washer"", ""TV"", ""Dedicated workspace"", ""Wifi"", ""Kitchen"", ""Lock on bedroom door""]",80.0,1,7,1,1,7,7,1.0,7.0,t,29,59,89,89,11,5,0,4.91,5.0,5.0,5.0,5.0,4.91,5.0,f,1,0,1,0,0.37
466,466,22855255,20241229042300,city scrape,Miguel,2016-07-01,within an hour,100.0,83%,f,3,3,46.19402,6.14382,Private room in rental unit,Private room,2,0.0,1.0,1.0,"[""Essentials"", ""Hair dryer"", ""Heating"", ""Shampoo"", ""Wifi"", ""Lock on bedroom door""]",95.0,3,360,3,21,360,360,4.3,360.0,t,29,33,33,33,13,1,0,4.85,5.0,4.92,5.0,4.92,4.77,4.23,f,2,1,1,0,0.16
470,470,22996481,20241229042300,city scrape,Anne-Lise & Daniel,2018-01-15,within an hour,100.0,100%,t,7,7,46.23313,6.12515,Private room in home,Private room,4,1.0,1.0,4.0,"[""Hair dryer"", ""Conditioner"", ""Hot water kettle"", ""Shared patio or balcony"", ""Bathtub"", ""Freezer"", ""First aid kit"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Exterior security cameras on property"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Paid parking off premises"", ""Oven"", ""Courtyard view"", ""Electric stove"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Outdoor playground"", ""Host greets you"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Coffee maker: pour-over coffee"", ""Free street parking"", ""Safe"", ""Cleaning products"", ""Extra pillows and blankets"", ""Mini fridge"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",140.0,1,20,1,1,20,20,1.0,20.0,t,26,56,86,248,17,1,0,4.94,5.0,5.0,5.0,4.94,4.82,4.71,f,7,0,7,0,0.21
475,475,23101396,20241229042300,city scrape,Dani,2014-08-24,a few days or more,10.0,20%,f,4,6,46.2078,6.13867,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Iron"", ""Heating"", ""Washer"", ""Wifi"", ""Kitchen"", ""Hangers"", ""Lock on bedroom door""]",48.0,15,730,15,15,730,730,15.0,730.0,t,9,16,16,174,14,4,0,4.86,4.86,4.71,4.86,4.79,4.93,4.57,f,4,0,4,0,0.18
476,476,23202499,20241229042300,previous scrape,Martine,2015-08-27,,,80%,f,1,2,46.1968,6.19994,Private room in home,Private room,2,,,,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Washer"", ""Wine glasses"", ""Outdoor furniture"", ""BBQ grill"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Hangers"", ""Clothing storage: dresser"", ""Drying rack for clothing"", ""Paid dryer"", ""Induction stove"", ""Oven"", ""Toaster"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Lock on bedroom door"", ""Free parking on premises"", ""Dishwasher"", ""Microwave"", ""Luggage dropoff allowed"", ""Heating"", ""Cleaning products"", ""Sun loungers"", ""Cooking basics"", ""Hot water"", ""Wifi""]",,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,16,1,0,5.0,5.0,5.0,4.94,5.0,4.94,4.94,f,1,0,1,0,0.88
477,477,23205718,20241229042300,previous scrape,Robert,2018-02-09,,,,f,1,2,46.21098,6.14954,Private room in loft,Private room,2,,1.0,,"[""Essentials"", ""Hair dryer"", ""Iron"", ""Elevator"", ""Wifi"", ""Heating"", ""Dryer"", ""Washer"", ""TV"", ""Breakfast"", ""Shampoo"", ""First aid kit"", ""Indoor fireplace"", ""Kitchen"", ""Dedicated workspace"", ""Hangers"", ""Fire extinguisher""]",,2,31,2,2,31,31,2.0,31.0,,0,0,0,0,11,0,0,5.0,5.0,5.0,4.91,4.91,5.0,4.73,f,1,0,1,0,0.16
478,478,23237285,20241229042300,previous scrape,Irina,2016-05-24,a few days or more,13.0,29%,f,2,2,46.21848,6.14014,Private room in rental unit,Private room,1,,,,"[""Refrigerator"", ""Essentials"", ""Elevator"", ""Patio or balcony"", ""Heating"", ""Host greets you"", ""Cooking basics"", ""Washer"", ""TV"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Hangers""]",,3,15,3,3,15,15,3.0,15.0,t,0,0,0,0,50,0,0,4.96,4.92,4.96,4.96,4.9,4.88,4.82,f,2,1,1,0,0.6
479,479,23304254,20241229042300,city scrape,Anne-Lise & Daniel,2018-01-15,within an hour,100.0,100%,t,7,7,46.23291,6.12485,Private room in home,Private room,1,1.0,1.0,1.0,"[""Paid parking garage off premises"", ""Hair dryer"", ""Conditioner"", ""Hot water kettle"", ""Shared patio or balcony"", ""Bathtub"", ""Freezer"", ""Outdoor furniture"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Exterior security cameras on property"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Oven"", ""Electric stove"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Outdoor playground"", ""Host greets you"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Board games"", ""Free street parking"", ""Safe"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",89.0,1,20,1,1,20,20,1.0,20.0,t,24,54,84,234,37,10,1,4.95,4.95,4.95,4.97,4.97,4.95,4.84,f,7,0,7,0,0.46
480,480,23304953,20241229042300,city scrape,Anne-Lise & Daniel,2018-01-15,within an hour,100.0,100%,t,7,7,46.23375,6.12115,Private room in townhouse,Private room,2,1.0,1.0,2.0,"[""Paid parking garage off premises"", ""Hair dryer"", ""Conditioner"", ""Hot water kettle"", ""Shared patio or balcony"", ""Bathtub"", ""Freezer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Exterior security cameras on property"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Mountain view"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Oven"", ""Electric stove"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Host greets you"", ""Lock on bedroom door"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Coffee maker: pour-over coffee"", ""Free street parking"", ""Safe"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",110.0,1,20,1,1,20,20,1.0,20.0,t,26,56,86,242,36,9,1,4.92,5.0,4.94,4.94,4.83,4.94,4.83,f,7,0,7,0,0.45
482,482,23397440,20241229042300,city scrape,Ahlam,2016-12-20,within a day,100.0,0%,f,2,2,46.20409,6.16148,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Stove"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Iron"", ""Paid parking off premises"", ""Oven"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Wifi""]",60.0,4,90,4,4,90,90,4.0,90.0,t,0,0,0,33,36,0,0,4.5,4.75,4.64,4.81,4.86,4.92,4.58,f,2,0,2,0,0.43
483,483,23434769,20241229042300,city scrape,Shineka,2018-02-22,a few days or more,10.0,42%,f,2,2,46.20696,6.07411,Private room in home,Private room,1,1.0,1.0,1.0,"[""Hair dryer"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Iron"", ""Mountain view"", ""City skyline view"", ""Oven"", ""Lock on bedroom door"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Dryer"", ""Vineyard view"", ""Hot water"", ""Wifi""]",40.0,10,365,10,10,365,365,10.0,365.0,t,28,58,88,363,19,1,0,4.89,5.0,4.89,5.0,4.95,4.58,4.84,f,2,0,2,0,0.28
484,484,23496834,20241229042300,city scrape,Erik,2014-03-03,within a day,64.0,84%,f,16,65,46.2218,6.10503,Private room in home,Private room,2,1.0,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Washer"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Babysitter recommendations"", ""Essentials"", ""Baking sheet"", ""Pets allowed"", ""Shower gel"", ""Hangers"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""Oven"", ""Patio or balcony"", ""Lock on bedroom door"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Crib"", ""Heating"", ""Cleaning available during stay"", ""Backyard"", ""Paid parking on premises"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Bread maker"", ""Shampoo"", ""Wifi"", ""Self check-in""]",76.0,15,999,15,15,999,999,15.0,999.0,t,0,25,55,235,19,0,0,4.32,4.89,4.89,4.79,4.74,4.84,4.26,f,16,6,10,0,0.23
486,486,23572346,20241229042300,city scrape,Andji,2017-11-05,within a day,50.0,83%,f,1,3,46.14545,6.13742,Private room in chalet,Private room,2,1.0,1.0,1.0,"[""Hot tub"", ""Hair dryer"", ""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Washer"", ""Breakfast"", ""Private entrance"", ""First aid kit"", ""Indoor fireplace"", ""Dishes and silverware"", ""Kitchen"", ""Babysitter recommendations"", ""Essentials"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Lock on bedroom door"", ""Refrigerator"", ""Free parking on premises"", ""Dishwasher"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Backyard"", ""Children\u2019s books and toys"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in""]",49.0,1,1125,1,1,1125,1125,1.0,1125.0,t,27,57,87,87,41,2,0,4.8,4.45,4.78,4.65,4.8,4.6,4.68,f,1,0,1,0,0.52
492,492,23691838,20241229042300,previous scrape,Dani,2018-03-09,,,,f,2,2,46.21375,6.13099,Private room in rental unit,Private room,1,,,,"[""Essentials"", ""Iron"", ""Heating"", ""Wifi"", ""Self check-in"", ""Hangers"", ""Keypad""]",,3,1125,3,3,1125,1125,3.0,1125.0,t,0,0,0,0,10,0,0,4.7,4.7,4.6,4.5,4.8,5.0,4.4,f,2,0,2,0,0.12
496,496,23767256,20241229042300,city scrape,M.A,2018-03-06,within a day,100.0,50%,t,2,3,46.20242,6.16269,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Smoking allowed"", ""Essentials"", ""Elevator"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Host greets you"", ""Patio or balcony"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Wifi""]",60.0,10,90,10,10,90,90,10.0,90.0,t,23,53,83,173,12,4,0,4.5,4.83,4.42,4.67,4.92,4.83,4.42,f,2,0,2,0,0.15
497,497,23794805,20241229042300,city scrape,Jeanette,2016-01-05,within a day,50.0,87%,f,2,3,46.21497,6.12993,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Hair dryer"", ""Hot water kettle"", ""Lake access"", ""Freezer"", ""Laundromat nearby"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Elevator"", ""Dining table"", ""Free dryer \u2013 In unit"", ""Hangers"", ""Iron"", ""Oven"", ""Patio or balcony"", ""Private living room"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Cooking basics"", ""Shampoo"", ""Wifi"", ""Blender""]",70.0,1,7,1,1,7,7,1.0,7.0,t,29,59,89,89,80,23,1,4.88,4.83,4.89,4.91,4.94,4.68,4.73,f,2,0,2,0,0.97
500,500,24234484,20241229042300,city scrape,Daryl,2013-05-29,within an hour,100.0,100%,t,1,1,46.21651,6.13464,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Hot water kettle"", ""Bathtub"", ""Stove"", ""Wine glasses"", ""First aid kit"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Portable heater"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Dining table"", ""Coffee"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Clothing storage: wardrobe"", ""Oven"", ""Refrigerator"", ""Microwave"", ""Cleaning products"", ""Mini fridge"", ""Cooking basics"", ""Hot water"", ""Wifi""]",75.0,2,20,2,2,1125,1125,2.0,1125.0,t,1,1,1,1,165,11,1,4.83,4.91,4.9,4.92,4.88,4.9,4.75,f,1,0,1,0,2.02
503,503,24407671,20241229042300,previous scrape,Winston,2018-04-14,,,,f,1,1,46.1914,6.13935,Private room in rental unit,Private room,1,,,,"[""Essentials"", ""Iron"", ""Elevator"", ""Dryer"", ""Washer"", ""Wifi"", ""Kitchen"", ""Lock on bedroom door""]",,1,20,1,1,20,20,1.0,20.0,,0,0,0,0,91,0,0,4.9,4.88,4.85,4.9,4.93,4.81,4.65,f,1,0,1,0,1.14
506,506,24850134,20241229042300,previous scrape,Kamal,2018-05-04,within an hour,100.0,91%,f,1,1,46.1883,6.12025,Private room in rental unit,Private room,2,,,,"[""Essentials"", ""Hair dryer"", ""Dishes and silverware"", ""Iron"", ""Elevator"", ""Mountain view"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Host greets you"", ""Self check-in"", ""Dedicated workspace"", ""Wifi"", ""Central heating"", ""Ethernet connection"", ""Private patio or balcony"", ""Bed linens"", ""Hangers"", ""Lockbox""]",,1,4,1,1,4,4,1.0,4.0,t,0,0,0,0,249,6,1,4.86,4.89,4.81,4.93,4.88,4.77,4.84,f,1,0,1,0,3.09
507,507,24988143,20241229042300,city scrape,Ricardo,2015-10-15,within an hour,100.0,100%,t,1,1,46.2106,6.12516,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Extra pillows and blankets"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",55.0,1,7,1,5,7,7,1.3,7.0,t,8,22,42,42,884,130,5,4.83,4.89,4.9,4.93,4.91,4.69,4.79,f,1,0,1,0,10.95
509,509,25046205,20241229042300,city scrape,Brigitte,2015-09-16,within a few hours,100.0,93%,t,8,8,46.20039,6.17554,Private room in townhouse,Private room,1,2.0,1.0,1.0,"[""Hair dryer"", ""Conditioner"", ""Private backyard \u2013 Fully fenced"", ""Long term stays allowed"", ""65 inch TV with Netflix, standard cable"", ""Hot water kettle"", ""Indoor fireplace: wood-burning"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Barbecue utensils"", ""GAGGENAU stainless steel gas stove"", ""Lake access"", ""Gaggenau refrigerator"", ""Carbon monoxide alarm"", ""Wine glasses"", ""Laundromat nearby"", ""Outdoor furniture"", ""Dishes and silverware"", ""Private patio or balcony"", ""Smoking allowed"", ""Paid dryer \u2013 In unit"", ""Free washer \u2013 In unit"", ""Essentials"", ""Fireplace guards"", ""Baking sheet"", ""Pets allowed"", ""Shower gel"", ""Dining table"", ""SIEMENS stainless steel oven"", ""Coffee"", ""Dedicated workspace"", ""Coffee maker: espresso machine, french press, Nespresso, pour-over coffee"", ""Ethernet connection"", ""Rice maker"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet"", ""Toaster"", ""BBQ grill: gas"", ""Body soap"", ""Outdoor dining area"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Private outdoor kitchen"", ""Paid parking lot on premises \u2013 1 space"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Shampoo"", ""Cleaning available during stay"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Self check-in"", ""Blender"", ""Room-darkening shades""]",150.0,2,1095,2,2,1095,1095,2.0,1095.0,t,0,12,12,78,15,7,0,5.0,5.0,4.93,4.93,5.0,5.0,5.0,f,5,0,5,0,0.22
511,511,25064049,20241229042300,previous scrape,Mollard,2018-05-14,,,,f,1,1,46.21194,6.14679,Private room in rental unit,Private room,1,,,,"[""Essentials"", ""Hair dryer"", ""Iron"", ""Pets allowed"", ""Heating"", ""Washer"", ""TV"", ""Shampoo"", ""Wifi"", ""Smoking allowed"", ""Kitchen"", ""Hangers"", ""Lock on bedroom door""]",,12,30,12,12,30,30,12.0,30.0,,0,0,0,0,0,0,0,,,,,,,,f,1,0,1,0,
513,513,25139027,20241229042300,city scrape,Ousmane,2014-08-09,,,,f,1,3,46.19524,6.1705,Private room in rental unit,Private room,2,2.0,1.0,1.0,"[""Essentials"", ""Iron"", ""Elevator"", ""Free street parking"", ""Heating"", ""TV"", ""Hot water"", ""Wifi"", ""Smoking allowed"", ""Kitchen"", ""Private living room"", ""Lock on bedroom door""]",250.0,2,14,2,2,14,14,2.0,14.0,t,28,58,88,363,8,0,0,4.63,4.63,3.88,4.88,4.88,4.63,4.63,f,1,0,1,0,0.1
516,516,25401700,20241229042300,city scrape,Elise,2014-03-26,within a day,50.0,0%,f,3,3,46.25065,6.14732,Private room in condo,Private room,1,1.0,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Bathtub"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Patio or balcony"", ""Fire extinguisher"", ""Refrigerator"", ""Lock on bedroom door"", ""Free parking on premises"", ""Dishwasher"", ""Microwave"", ""Luggage dropoff allowed"", ""Pool"", ""Heating"", ""Extra pillows and blankets"", ""Backyard"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Cleaning available during stay"", ""Wifi"", ""Room-darkening shades""]",49.0,7,1125,7,7,1125,1125,7.0,1125.0,t,13,25,55,330,5,0,0,4.4,5.0,4.4,5.0,4.6,4.6,4.2,f,2,0,2,0,0.07
525,525,26093275,20241229042300,previous scrape,Dani,2018-03-09,,,,f,2,2,46.21322,6.13033,Private room in condo,Private room,1,,,,"[""Hair dryer"", ""Iron"", ""Coffee maker"", ""Elevator"", ""Patio or balcony"", ""Heating"", ""Washer"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Private living room"", ""Lock on bedroom door""]",,3,16,3,3,16,16,3.0,16.0,t,0,0,0,0,17,0,0,4.88,4.94,4.88,5.0,4.94,4.88,4.82,f,2,0,2,0,0.22
527,527,26230721,20241229042300,city scrape,Mm,2017-03-09,,,0%,f,2,2,46.29156,6.16426,Private room in rental unit,Private room,1,1.0,1.0,1.0,"[""Essentials"", ""Hair dryer"", ""Host greets you"", ""Wifi"", ""Hangers""]",45.0,5,30,5,5,30,30,5.0,30.0,t,27,57,87,362,1,0,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,2,0,2,0,0.01
532,532,26525411,20241229042300,city scrape,Barbot,2016-10-02,a few days or more,0.0,0%,f,1,5,46.20774,6.14742,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Hair dryer"", ""HDTV with Netflix"", ""Iron"", ""Coffee maker"", ""Keypad"", ""Heating"", ""Lake access"", ""Backyard"", ""Self check-in"", ""Dryer"", ""Washer"", ""Shampoo"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Lock on bedroom door""]",60.0,1,1125,1,1,1125,1125,1.0,1125.0,t,4,21,50,325,134,0,0,4.69,4.71,4.85,4.84,4.79,4.73,4.58,f,1,0,1,0,1.72
535,535,26699026,20241229042300,city scrape,Pierre,2018-06-11,within a few hours,100.0,40%,f,1,4,46.20149,6.15042,Private room in rental unit,Private room,1,2.5,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Stove"", ""Washer"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Beach essentials"", ""Dedicated workspace"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""Oven"", ""Host greets you"", ""Private living room"", ""Lock on bedroom door"", ""Refrigerator"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Heating"", ""Pocket wifi"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",90.0,5,90,5,5,90,90,5.0,90.0,t,29,59,89,364,48,2,0,4.85,4.85,4.92,4.88,4.92,4.94,4.83,f,1,0,1,0,0.61
540,540,27081121,20241229042300,previous scrape,Oulianova,2018-07-20,,,,f,1,1,46.16182,6.18022,Private room in rental unit,Private room,4,,,,"[""Elevator"", ""Heating"", ""Washer"", ""TV"", ""Wifi"", ""Kitchen"", ""Private living room"", ""Free parking on premises""]",,11,12,11,11,12,12,11.0,12.0,,0,0,0,0,0,0,0,,,,,,,,f,1,0,1,0,
