,Unnamed: 0,ID ANUNCIIO,ID SCRAPE,FUENTE INFO,NOMBRE ANFITRION,FECHA INICIO ANFITRION,TIEMPO DE RESPUESTA,TASA DE RESPUESTA,TASA DE ACEPTACION,SUPERANFITRION,CANTIDAD ANUNCIOS,CANTIDAD TOTAL ANUNCIOS,LATITUD,LONGITUD,TIPO DE PROPIEDAD,TIPO DE CUARTO,CAPACIDAD,BAÑOS,DORMITORIOS,CAMAS,AMENIDADES,PRECIO,NOCHES MINIMAS,NOCHES MAXIMAS,MINIMO NOCHES MINIMAS,MAXIMO NOCHES MINIMAS,MINIMO NOCHES MAXIMAS,MAXIMO NOCHES MAXIMAS,PROMEDIO NOCHES MINIMAS,PROMEDIO NOCHES MAXIMAS,TIENE DISPONIBILIDAD,DISPONIBILIDAD 30D,DISPONIBILIDAD 60D,DISPONIBILIDAD 90D,DISPONIBILIDAD 365D,CANTIDAD REVIEWS,REVIEWS ULTIMOS 12M,REVIEWS ULTIMOS 30D,PUNTAJE RATING,PUNTAJE PRECISION,PUNTAJE LIMPIEZA,PUNTAJE CHECKIN,PUNTAJE COMUNICACION,PUNTAJE UBICACION,PUNTAJE VALOR,RESERVA INSTANTANEA,ANUNCIOS ANFITRION,ANUNCIOS HOGAR COMPLETO,ANUNCIOS HABITACION PRIVADA,ANUNCIOS HABITACION COMPARTIDA,REVIEWS POR MES
23,23,909957,20241229042300,city scrape,Pierre,2010-12-23,within an hour,100.0,99%,f,10,12,46.20508,6.13086,Entire rental unit,Entire home/apt,5,1.0,2.0,4.0,"[""Paid parking garage off premises"", ""Hair dryer"", ""Paid parking garage on premises \u2013 1 space"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Pack \u2019n play/Travel crib"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""Outdoor furniture"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Building staff"", ""Free washer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Pets allowed"", ""Clothing storage: walk-in closet, closet, and dresser"", ""Shower gel"", ""Changing table"", ""Dining table"", ""Sony  sound system with aux"", ""Dedicated workspace"", ""Ethernet connection"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Body soap"", ""Outdoor dining area"", ""Fire extinguisher"", ""Refrigerator"", ""Microwave"", ""Board games"", ""Free street parking"", ""Crib"", ""Cleaning products"", ""Extra pillows and blankets"", ""Shampoo"", ""Heating"", ""Cooking basics"", ""Hot water"", ""Courtyard view"", ""Wifi"", ""Self check-in"", ""Blender"", ""Room-darkening shades""]",130.0,10,1125,10,10,1125,1125,10.0,1125.0,t,0,4,34,309,303,1,0,4.56,4.72,4.76,4.7,4.75,4.57,4.53,f,3,3,0,0,2.55
28,28,952395,20241229042300,city scrape,SimIldik,2012-11-26,within a day,100.0,0%,f,2,4,46.18905,6.13824,Entire loft,Entire home/apt,2,1.0,1.0,2.0,"[""Clothing storage: walk-in closet and closet"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Books and reading material"", ""Stove"", ""Laundromat nearby"", ""Washer"", ""Wine glasses"", ""Private entrance"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Shared backyard"", ""Baking sheet"", ""Pets allowed"", ""Shower gel"", ""Dining table"", ""Coffee"", ""Bed linens"", ""Hangers"", ""Iron"", ""Coffee maker"", ""Drying rack for clothing"", ""Oven"", ""Toaster"", ""Body soap"", ""Paid street parking off premises"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cleaning available during stay"", ""Children\u2019s books and toys"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",195.0,3,720,3,3,720,720,3.0,720.0,t,1,1,1,185,44,1,0,4.88,4.93,4.9,4.98,4.98,4.76,4.76,f,2,2,0,0,0.32
40,40,1423642,20241229042300,previous scrape,Caroline,2012-06-01,within a few hours,100.0,67%,f,1,3,46.20805,6.1321,Entire condo,Entire home/apt,4,,2.0,,"[""Private backyard"", ""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Private entrance"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Coffee maker"", ""Oven"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Free washer"", ""Microwave"", ""Heating"", ""Paid parking on premises"", ""Single level home"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",,50,360,30,30,360,360,30.0,360.0,t,0,0,0,0,8,2,0,4.75,4.88,4.88,5.0,4.63,4.75,4.63,f,1,1,0,0,0.08
41,41,1479883,20241229042300,city scrape,Patrick,2013-02-16,within a day,100.0,100%,f,1,2,46.20451,6.19309,Private room in home,Private room,3,2.0,1.0,0.0,"[""Essentials"", ""Free parking on premises"", ""Pets allowed"", ""Heating"", ""Pocket wifi"", ""Dryer"", ""Noise decibel monitors on property"", ""Washer"", ""Hot water"", ""Smoke alarm"", ""Air conditioning"", ""Wifi"", ""Exterior security cameras on property"", ""Kitchen"", ""Bed linens"", ""Lock on bedroom door"", ""TV with standard cable""]",68.0,2,90,2,2,90,90,2.0,90.0,t,0,0,0,11,4,1,0,5.0,5.0,5.0,5.0,5.0,5.0,4.5,f,1,0,1,0,0.04
44,44,1702148,20241229042300,city scrape,Rana,2013-09-22,within a day,100.0,,f,1,1,46.20426,6.16193,Entire rental unit,Entire home/apt,1,1.0,1.0,2.0,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Lake access"", ""Bathtub"", ""Freezer"", ""Portable air conditioning"", ""Stove"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Clothing storage: wardrobe and dresser"", ""Dining table"", ""Dedicated workspace"", ""Free dryer \u2013 In unit"", ""Rice maker"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Washer \u2013\u00a0In unit"", ""Oven"", ""Fire extinguisher"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Heating"", ""Extra pillows and blankets"", ""Gym nearby"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Room-darkening shades""]",60.0,1,365,60,60,365,365,60.0,365.0,t,30,60,90,365,50,0,0,4.57,4.23,4.7,4.81,4.86,4.7,4.37,f,1,1,0,0,0.37
52,52,2026519,20241229042300,city scrape,David,2013-12-03,within a few hours,100.0,26%,f,29,29,46.18939,6.14365,Entire rental unit,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Pets allowed"", ""High chair"", ""Bed linens"", ""TV with standard cable"", ""Coffee maker"", ""Paid parking off premises"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Microwave"", ""Crib"", ""Heating"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Wifi""]",102.0,90,1125,90,90,1125,1125,90.0,1125.0,t,0,0,0,217,5,0,0,4.4,4.0,4.6,4.4,4.4,4.6,4.2,f,28,28,0,0,0.04
54,54,2082755,20241229042300,city scrape,Ben,2013-12-15,within an hour,100.0,83%,f,2,3,46.21109,6.1462,Entire condo,Entire home/apt,1,1.0,1.0,1.0,"[""Long term stays allowed"", ""Bathtub"", ""Stove"", ""Washer"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Elevator"", ""Shower gel"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Clothing storage: closet"", ""Oven"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Cleaning available during stay"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",81.0,6,365,6,6,365,365,6.0,365.0,t,19,19,19,19,175,7,0,4.71,4.84,4.73,4.96,4.95,4.83,4.72,f,1,1,0,0,1.31
61,61,2420928,20241229042300,city scrape,Messaoud,2014-02-08,within an hour,100.0,18%,f,1,1,46.18977,6.13583,Private room in condo,Private room,1,1.0,1.0,1.0,"[""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Other electric stove"", ""Essentials"", ""Baking sheet"", ""Dining table"", ""Dedicated workspace"", ""Bed linens"", ""Hangers"", ""Iron"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Smoke alarm"", ""Paid street parking off premises"", ""Host greets you"", ""Fire extinguisher"", ""Lock on bedroom door"", ""Refrigerator"", ""Coffee maker: pour-over coffee"", ""Pocket wifi"", ""Cleaning products"", ""Extra pillows and blankets"", ""Single oven"", ""Cooking basics"", ""Hot water"", ""Bread maker"", ""Wifi"", ""Room-darkening shades"", ""Paid washer \u2013 In unit""]",59.0,1,30,1,1,30,30,1.0,30.0,t,27,57,87,87,32,8,0,4.5,4.81,4.22,4.81,4.84,4.66,4.47,f,1,0,1,0,0.25
64,64,2580273,20241229042300,city scrape,Mila,2014-03-17,within an hour,100.0,100%,f,1,1,46.19715,6.13808,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Hair dryer"", ""Long term stays allowed"", ""Bathtub"", ""Freezer"", ""Stove"", ""Laundromat nearby"", ""Wine glasses"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Dining table"", ""Dedicated workspace"", ""Portable fans"", ""Bed linens"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Toaster"", ""Host greets you"", ""Outdoor playground"", ""Fire extinguisher"", ""Refrigerator"", ""Safe"", ""Heating"", ""Extra pillows and blankets"", ""Paid parking on premises"", ""Cooking basics"", ""Hot water"", ""Wifi"", ""Blender"", ""Room-darkening shades""]",75.0,31,700,31,60,1125,1125,38.4,1125.0,t,0,1,31,121,54,7,0,4.26,4.33,3.81,4.67,4.63,4.78,4.31,f,1,1,0,0,0.65
67,67,2675341,20241229042300,city scrape,Theano,2011-04-23,within an hour,100.0,64%,f,2,3,46.20232,6.14875,Entire rental unit,Entire home/apt,2,1.0,0.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Bathtub"", ""Dishes and silverware"", ""Kitchen"", ""Essentials"", ""Baking sheet"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Free dryer \u2013 In building"", ""Iron"", ""Coffee maker"", ""Clothing storage: closet"", ""City skyline view"", ""Oven"", ""Refrigerator"", ""Heating"", ""Mini fridge"", ""Cooking basics"", ""Hot water"", ""Free washer \u2013 In building"", ""Wifi""]",120.0,7,1125,7,7,1125,1125,7.0,1125.0,t,30,60,90,365,17,3,0,4.88,4.82,4.76,4.88,5.0,4.88,4.41,f,2,2,0,0,0.13
69,69,2777113,20241229042300,city scrape,Catherine,2012-11-13,within an hour,100.0,64%,f,2,3,46.19341,6.13736,Private room in rental unit,Private room,1,1.5,1.0,1.0,"[""Refrigerator"", ""Essentials"", ""Hair dryer"", ""Microwave"", ""Elevator"", ""Patio or balcony"", ""Heating"", ""Host greets you"", ""Stove"", ""Oven"", ""Hot water"", ""Dedicated workspace"", ""Wifi"", ""Dishes and silverware"", ""Kitchen"", ""Hangers""]",70.0,6,1125,6,6,1125,1125,6.0,1125.0,t,28,58,88,363,16,0,0,4.56,4.81,4.88,5.0,4.63,4.94,4.38,f,1,0,1,0,0.13
71,71,2974328,20241229042300,city scrape,Amy,2013-01-31,within a few hours,100.0,63%,f,1,6,46.19357,6.14182,Entire rental unit,Entire home/apt,3,1.0,1.0,1.0,"[""Hair dryer"", ""Stove"", ""Carbon monoxide alarm"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Elevator"", ""Pets allowed"", ""Dedicated workspace"", ""Iron"", ""Coffee maker"", ""Smoke alarm"", ""Oven"", ""Refrigerator"", ""Dishwasher"", ""Heating"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi""]",115.0,3,180,3,3,180,180,3.0,180.0,t,9,20,20,21,67,0,0,4.78,4.88,4.78,4.79,4.7,4.7,4.54,f,1,1,0,0,0.53
72,72,3087183,20241229042300,city scrape,Anne,2012-12-24,within an hour,100.0,56%,f,2,2,46.20537,6.14299,Entire rental unit,Entire home/apt,2,1.0,5.0,1.0,"[""Essentials"", ""Hair dryer"", ""Iron"", ""Elevator"", ""Heating"", ""Lake access"", ""Wifi"", ""Kitchen"", ""Hangers""]",99.0,2,15,2,2,15,15,2.0,15.0,t,0,0,0,1,23,0,0,4.78,4.87,5.0,4.83,4.82,4.73,4.64,f,1,1,0,0,0.18
74,74,3163290,20241229042300,city scrape,Haris,2013-03-23,within an hour,100.0,82%,f,3,8,46.16419,6.11254,Entire condo,Entire home/apt,2,1.0,1.0,1.0,"[""Hair dryer"", ""Conditioner"", ""Long term stays allowed"", ""Bathtub"", ""Freezer"", ""Stove"", ""Washer"", ""Wine glasses"", ""Outdoor furniture"", ""Private entrance"", ""BBQ grill"", ""Central heating"", ""Dishes and silverware"", ""Kitchen"", ""Private patio or balcony"", ""Babysitter recommendations"", ""Essentials"", ""Baking sheet"", ""Elevator"", ""Shower gel"", ""Clothing storage: wardrobe and dresser"", ""Dining table"", ""Dedicated workspace"", ""Ceiling fan"", ""Bed linens"", ""Hangers"", ""Portable fans"", ""Lockbox"", ""Iron"", ""Coffee maker"", ""Oven"", ""Body soap"", ""Outdoor dining area"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Dishwasher"", ""Microwave"", ""Free street parking"", ""Cleaning products"", ""Extra pillows and blankets"", ""Backyard"", ""Single level home"", ""Dryer"", ""Cooking basics"", ""Hot water"", ""TV"", ""Shampoo"", ""Wifi"", ""Self check-in""]",101.0,5,120,5,5,120,120,5.0,120.0,t,6,36,62,238,49,6,0,4.65,4.67,4.61,4.71,4.8,4.51,4.49,f,1,1,0,0,0.52
85,85,3789436,20241229042300,city scrape,Joao,2014-07-24,within an hour,100.0,100%,f,2,3,46.20961,6.14568,Entire rental unit,Entire home/apt,2,1.0,1.0,2.0,"[""Hair dryer"", ""Long term stays allowed"", ""Lake access"", ""Bathtub"", ""Portable air conditioning"", ""Stove"", ""Carbon monoxide alarm"", ""Private entrance"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Free washer \u2013 In unit"", ""Essentials"", ""Pets allowed"", ""Dedicated workspace"", ""Ethernet connection"", ""Bed linens"", ""Hangers"", ""TV with standard cable"", ""Iron"", ""Coffee maker"", ""Paid parking off premises"", ""Children\u2019s dinnerware"", ""Smoke alarm"", ""Oven"", ""Host greets you"", ""EV charger"", ""Refrigerator"", ""Microwave"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi""]",120.0,1,1000,1,1,1125,1125,1.0,1125.0,t,24,54,84,159,176,24,0,4.61,4.7,4.64,4.82,4.89,4.69,4.5,t,2,2,0,0,2.18
86,86,3837904,20241229042300,city scrape,Nathalie,2014-08-10,within an hour,100.0,89%,f,2,3,46.19014,6.13477,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Hair dryer"", ""Long term stays allowed"", ""Hot water kettle"", ""Bathtub"", ""Freezer"", ""Books and reading material"", ""Stove"", ""Wine glasses"", ""First aid kit"", ""Dishes and silverware"", ""Kitchen"", ""Paid dryer \u2013 In unit"", ""Essentials"", ""Baking sheet"", ""Shower gel"", ""Clothing storage: wardrobe and dresser"", ""Dining table"", ""Coffee"", ""Dedicated workspace"", ""Rice maker"", ""Portable fans"", ""Bed linens"", ""Hangers"", ""Lockbox"", ""Iron"", ""Drying rack for clothing"", ""Oven"", ""Toaster"", ""Body soap"", ""Refrigerator"", ""Luggage dropoff allowed"", ""Coffee maker: pour-over coffee"", ""Free street parking"", ""Heating"", ""Cleaning products"", ""Extra pillows and blankets"", ""Cooking basics"", ""Hot water"", ""Shampoo"", ""Wifi"", ""Self check-in"", ""Blender"", ""Room-darkening shades"", ""Paid washer \u2013 In unit""]",56.0,1,31,1,1,31,31,1.0,31.0,t,9,33,62,93,159,8,0,4.59,4.8,4.35,4.87,4.87,4.69,4.48,f,2,1,1,0,1.28
89,89,4179942,20241229042300,city scrape,Sylvain,2012-06-18,within a few hours,100.0,37%,f,1,1,46.20967,6.14519,Private room in rental unit,Private room,2,1.0,1.0,1.0,"[""Essentials"", ""Hair dryer"", ""Clothing storage: closet"", ""Bathtub"", ""Cooking basics"", ""Washer"", ""Hot water"", ""Central heating"", ""Dishes and silverware"", ""Kitchen""]",80.0,3,365,3,3,365,365,3.0,365.0,t,0,0,0,210,19,7,0,4.89,5.0,4.84,4.95,4.89,4.95,4.84,f,1,0,1,0,0.51
